YearIncurred,totalIncurred,lossDescription,peril,yearsInsured,stateRisk,postcodeRisk,anzsic2_code,anzsic2_desc,anzsic4_code,anzsic4_desc,occupancy,locality,roofType,wallType,floorType,fireprotecAlarm,fireprotecBlanket,fireprotecFexting,fireprotecHose,fireprotecMonitored,fireprotecMthermal,fireprotecNmonitored,fireprotecNthermal,buildingSI
2011," 1,837.55 ",THEFT,Malicious Damage,0,NSW,2046,45,Food and Beverage Services,4511,Cafes and Restaurants,PROPOWNER,MAINRD,,,,N,N,N,N,N,N,N,N," 697,836.07 "
2012," 68,461.39 ",FIRE,Fire,1,NSW,2170,45,Food and Beverage Services,4511,Cafes and Restaurants,PROPOWNER,MAINRD,,,,N,N,N,N,N,N,N,N," 1,187,676.99 "
2012, 834.91 ,ACCIDENTAL BREAKAGE OF GLASS,Accident Loss or Damage,1,VIC,3171,34,Machinery and Equipment Wholesaling,3493,Telecommunication Goods Wholesaling,PROPOWNER,INDUST,,,,N,N,N,N,N,N,N,N," 437,533.28 "
2015," 63,564.69 ",IMPACT,Impact by Third Party,3,VIC,3070,45,Food and Beverage Services,4511,Cafes and Restaurants,PROPOWNER,MAINRD,,,,N,N,N,N,N,N,N,N," 710,212.17 "
2012," 322,040.35 ",FIRE,Fire,0,VIC,3076,20,Non-Metallic Mineral Product Manufacturing,2034,Concrete Product Manufacturing,PROPOWNER,INDUST,,,,N,N,N,N,N,N,N,N," 475,632.73 "
2014," 9,248.48 ",FIRE,Fire,3,VIC,3461,45,Food and Beverage Services,4511,Cafes and Restaurants,PROPOWNER,MAINRD,,,,N,N,N,N,N,N,N,N," 510,897.67 "
2011," 8,018.94 ",IMPACT,Impact by Third Party,0,VIC,3101,42,Other Store-Based Retailing,4231,Hardware and Building Supplies Retailing,PROPOWNER,MAINRD,,,,N,N,N,N,N,N,N,N," 981,202.18 "
2015," 6,567.64 ",Accidental Loss or Damage,Impact by Third Party,4,VIC,3101,85,Medical and Other Health Care Services,8534,Chiropractic and Osteopathic Services,PROPOWNER,MAINRD,,,,N,N,N,N,N,N,N,N," 1,077,642.83 "
2014, 384.85 ,IMPACT,Impact by Third Party,3,NSW,2229,45,Food and Beverage Services,4511,Cafes and Restaurants,PROPOWNER,MAINRD,,,,N,N,N,N,N,N,N,N," 2,639,532.73 "
2014, 168.33 ,Faulty/inaccurate equipment/premises,Other Property Damage,3,NSW,2229,45,Food and Beverage Services,4511,Cafes and Restaurants,PROPOWNER,MAINRD,,,,N,N,N,N,N,N,N,N," 2,277,021.43 "
2011," 2,089.45 ","ESCAPE OF WATER PIPES, ETC",Water,0,NSW,2170,45,Food and Beverage Services,4512,Takeaway Food Services,PROPOWNER,MAINRD,,,,N,N,N,N,N,N,N,N," 2,379,933.04 "
2011," 7,510.52 ",MALICIOUS DAMAGE,Malicious Damage,0,NSW,2170,45,Food and Beverage Services,4512,Takeaway Food Services,PROPOWNER,MAINRD,,,,N,N,N,N,N,N,N,N," 2,562,968.09 "
2012," 2,576.85 ",MALICIOUS DAMAGE,Malicious Damage,0,NSW,2170,45,Food and Beverage Services,4512,Takeaway Food Services,PROPOWNER,MAINRD,,,,N,N,N,N,N,N,N,N," 2,718,201.21 "
2015," 12,616.59 ",Bursting / Leaking - Water,Water,4,NSW,2170,45,Food and Beverage Services,4512,Takeaway Food Services,PROPOWNER,MAINRD,,,,N,N,N,N,N,N,N,N," 2,861,448.25 "
2013," 1,260.44 ",ACCIDENTAL LOSS OR DAMAGE,Accident Loss or Damage,1,VIC,3000,45,Food and Beverage Services,4511,Cafes and Restaurants,PROPOWNER,MAINRD,,,,N,N,N,N,N,N,N,N," 1,739,401.73 "
2012, 880.88 ,FIRE,Fire,0,VIC,3128,45,Food and Beverage Services,4511,Cafes and Restaurants,PROPOWNER,SUBSTGRND,,,,N,N,N,N,N,N,N,N," 937,103.89 "
2015," 6,097.75 ",Burglary (Forcible),Malicious Damage,4,VIC,3136,42,Other Store-Based Retailing,4212,Floor Coverings Retailing,PROPOWNER,MAINRD,,,,N,N,N,N,N,N,N,N," 1,010,211.11 "
2015, 517.87 ,Accidental Loss or Damage,Water,4,VIC,3136,42,Other Store-Based Retailing,4212,Floor Coverings Retailing,PROPOWNER,MAINRD,,,,N,N,N,N,N,N,N,N," 1,012,569.19 "
2013, 919.06 ,FUSION,Other Property Damage,2,VIC,3148,85,Medical and Other Health Care Services,8531,Dental Services,PROPOWNER,SUBSTGRND,,,,N,N,N,N,N,N,N,N," 848,720.44 "
2013," 7,357.44 ",FIRE,Fire,2,VIC,3201,45,Food and Beverage Services,4511,Cafes and Restaurants,PROPOWNER,MAINRD,,,,N,N,N,N,N,N,N,N," 1,234,589.49 "
2014," 1,184.18 ",MALICIOUS DAMAGE,Malicious Damage,2,NSW,2147,13,"Textile, Leather, Clothing and Footwear Manufacturing",1333,Cut and Sewn Textile Product Manufacturing,PROPOWNER,INDUST,,,,N,N,N,N,N,N,N,N," 1,585,656.74 "
2012," 2,520.35 ",MALICIOUS DAMAGE,Malicious Damage,1,NSW,2101,45,Food and Beverage Services,4511,Cafes and Restaurants,PROPOWNER,MAINRD,,,,N,N,N,N,N,N,N,N," 1,244,751.59 "
2014," 13,911.73 ",IMPACT,Impact by Third Party,3,NSW,2101,45,Food and Beverage Services,4511,Cafes and Restaurants,PROPOWNER,MAINRD,,,,N,N,N,N,N,N,N,N," 1,378,181.58 "
2011, 595.02 ,BURGLARY,Malicious Damage,0,VIC,3078,45,Food and Beverage Services,4511,Cafes and Restaurants,PROPOWNER,SUBSTGRND,,,,N,N,N,N,N,N,N,N," 649,883.11 "
2012," 4,228.95 ",MALICIOUS DAMAGE,Malicious Damage,1,VIC,3205,22,Fabricated Metal Product Manufacturing,2299,Other Fabricated Metal Product Manufacturing n.e.c.,PROPOWNER,MAINRD,,,,N,N,N,N,N,N,N,N," 2,208,248.74 "
2012," 10,326.94 ",FIRE,Fire,1,VIC,3046,45,Food and Beverage Services,4512,Takeaway Food Services,PROPOWNER,MAINRD,,,,N,N,N,N,N,N,N,N," 195,969.74 "
2012," 2,568.93 ",MALICIOUS DAMAGE,Malicious Damage,0,SA,5000,85,Medical and Other Health Care Services,8532,Optometry and Optical Dispensing,PROPOWNER,SCENTREEXT,,,,N,N,N,N,N,N,N,N," 3,448,031.73 "
2012," 3,041.36 ","ESCAPE OF WATER PIPES, ETC",Water,1,SA,5000,85,Medical and Other Health Care Services,8532,Optometry and Optical Dispensing,PROPOWNER,SCENTREEXT,,,,N,N,N,N,N,N,N,N," 3,653,086.68 "
2013," 7,494.72 ",ACCIDENTAL LOSS OR DAMAGE,Accident Loss or Damage,1,WA,6020,45,Food and Beverage Services,4511,Cafes and Restaurants,PROPOWNER,SUBSTGRND,,,,N,N,N,N,N,N,N,N," 1,013,624.06 "
2014," 2,037.74 ",FIRE,Fire,3,QLD,4216,45,Food and Beverage Services,4511,Cafes and Restaurants,PROPOWNER,SUBSTGRND,,,,N,N,N,N,N,N,N,N," 1,974,130.06 "
2013," 1,957.41 ",BURGLARY,Malicious Damage,1,QLD,4341,25,Furniture and Other Manufacturing,2511,Wooden Furniture and Upholstered Seat Manufacturing,PROPOWNER,INDUST,,,,N,N,N,N,N,N,N,N," 516,288.58 "
2012," 5,869.40 ",MALICIOUS DAMAGE,Malicious Damage,1,TAS,7249,22,Fabricated Metal Product Manufacturing,2240,Sheet Metal Product Manufacturing (except Metal Structural and Container,PROPOWNER,MAINRD,,,,N,N,N,N,N,N,N,N," 626,014.65 "
2013, 736.00 ,IMPACT,Impact by Third Party,2,VIC,3810,39,Motor Vehicle and Motor Vehicle Parts Retailing,3922,Tyre Retailing,PROPOWNER,SUBSTGRND,,,,N,N,N,N,N,N,N,N," 394,208.12 "
2013," 1,013.78 ","ESCAPE OF WATER PIPES, ETC",Water,1,VIC,3084,45,Food and Beverage Services,4511,Cafes and Restaurants,PROPOWNER,MAINRD,,,,N,N,N,N,N,N,N,N," 1,413,445.09 "
2012," 1,949.45 ",FIRE,Fire,1,VIC,3039,45,Food and Beverage Services,4511,Cafes and Restaurants,PROPOWNER,MAINRD,,,,N,N,N,N,N,N,N,N," 339,820.03 "
2015," 5,223.35 ",Burglary (Forcible),Malicious Damage,4,NSW,2158,45,Food and Beverage Services,4511,Cafes and Restaurants,PROPOWNER,MAINRD,,,,N,N,N,N,N,N,N,N," 1,420,950.30 "
2015, 676.78 ,Malicious Damage / Vandalism (Not Tenant),Malicious Damage,4,NSW,2158,45,Food and Beverage Services,4511,Cafes and Restaurants,PROPOWNER,MAINRD,,,,N,N,N,N,N,N,N,N," 1,300,864.28 "
2015," 42,430.77 ",FIRE,Fire,3,VIC,3121,45,Food and Beverage Services,4511,Cafes and Restaurants,PROPOWNER,MAINRD,,,,N,N,N,N,N,N,N,N," 641,085.13 "
2013," 2,467.84 ",IMPACT,Impact by Third Party,2,WA,6725,69,"Professional, Scientific and Technical Services (Except Computer System Design and Related Services)",6999,"Other Professional, Scientific and Technical Services n.e.c.",PROPOWNER,SUBSTGRND,,,,N,N,N,N,N,N,N,N," 413,002.44 "
2015, 54.55 ,Accidental Loss or Damage,Accident Loss or Damage,3,NSW,2144,37,Other Goods Wholesaling,3736,Paper Product Wholesaling,PROPOWNER,INDUST,,,,N,N,N,N,N,N,N,N," 3,499,171.81 "
2011," 1,296.64 ",MALICIOUS DAMAGE,Malicious Damage,0,TAS,7000,69,"Professional, Scientific and Technical Services (Except Computer System Design and Related Services)",6962,Management Advice and Related Consulting Services,PROPOWNER,MAINRD,,,,N,N,N,N,N,N,N,N," 2,484,513.23 "
2014," 5,915.18 ",ACCIDENTAL LOSS OR DAMAGE,Accident Loss or Damage,3,NSW,2164,25,Furniture and Other Manufacturing,2511,Wooden Furniture and Upholstered Seat Manufacturing,PROPOWNER,INDUST,,,,N,N,N,N,N,N,N,N," 844,221.06 "
2014," 1,760.26 ",OTHER (WITH MANDATORY DESCRIPTION),Other Property Damage,2,VIC,3182,95,Personal and Other Services,9511,Hairdressing and Beauty Services,PROPOWNER,MAINRD,,,,N,N,N,N,N,N,N,N," 2,269,700.04 "
2012, 691.21 ,IMPACT,Impact by Third Party,1,VIC,3975,37,Other Goods Wholesaling,3731,Furniture and Floor Covering Wholesaling,PROPOWNER,INDUST,,,,N,N,N,N,N,N,N,N," 1,821,433.01 "
2013," 3,312.06 ",IMPACT,Impact by Third Party,2,VIC,3975,35,Motor Vehicle and Motor Vehicle Parts Wholesaling,3504,Motor Vehicle New Parts Wholesaling,PROPOWNER,INDUST,,,,N,N,N,N,N,N,N,N," 642,339.17 "
2015," 2,721.78 ",ACCIDENTAL LOSS OR DAMAGE,Accident Loss or Damage,3,VIC,3175,22,Fabricated Metal Product Manufacturing,2299,Other Fabricated Metal Product Manufacturing n.e.c.,PROPOWNER,INDUST,,,,N,N,N,N,N,N,N,N," 816,533.51 "
2011," 2,610.38 ",IMPACT,Impact by Third Party,0,VIC,3975,33,Basic Material Wholesaling,3322,Metal and Mineral Wholesaling,PROPOWNER,INDUST,,,,N,N,N,N,N,N,N,N," 2,274,191.09 "
2013," 125,007.65 ",FUSION,Other Property Damage,2,QLD,4870,42,Other Store-Based Retailing,4253,Watch and Jewellery Retailing,PROPOWNER,MAINRD,,,,N,N,N,N,N,N,N,N," 3,802,646.65 "
2012, 358.35 ,"ESCAPE OF WATER PIPES, ETC",Water,1,NSW,2428,69,"Professional, Scientific and Technical Services (Except Computer System Design and Related Services)",6931,Legal Services,PROPOWNER,MAINRD,,,,N,N,N,N,N,N,N,N," 1,483,313.45 "
2014," 4,905.78 ","ESCAPE OF WATER PIPES, ETC",Water,2,QLD,4103,45,Food and Beverage Services,4511,Cafes and Restaurants,PROPOWNER,MAINRD,,,,N,N,N,N,N,N,N,N," 981,729.60 "
2011," 226,826.01 ",FIRE,Fire,0,NSW,2262,45,Food and Beverage Services,4511,Cafes and Restaurants,PROPOWNER,MAINRD,,,,N,N,N,N,N,N,N,N," 953,902.58 "
2015," 3,844.85 ",Theft,Malicious Damage,3,NSW,2340,45,Food and Beverage Services,4511,Cafes and Restaurants,PROPOWNER,MAINRD,,,,N,N,N,N,N,N,N,N," 516,803.83 "
2013," 12,188.66 ",MALICIOUS DAMAGE,Malicious Damage,1,NSW,2164,37,Other Goods Wholesaling,3733,Kitchen and Diningware Wholesaling,PROPOWNER,INDUST,,,,N,N,N,N,N,N,N,N," 1,419,516.99 "
2013," 5,883.27 ",MALICIOUS DAMAGE,Malicious Damage,1,NSW,2164,37,Other Goods Wholesaling,3733,Kitchen and Diningware Wholesaling,PROPOWNER,INDUST,,,,N,N,N,N,N,N,N,N," 1,421,173.01 "
2013," 3,767.69 ",IMPACT,Impact by Third Party,1,WA,6210,45,Food and Beverage Services,4511,Cafes and Restaurants,PROPOWNER,MAINRD,,,,N,N,N,N,N,N,N,N," 2,012,308.07 "
2015," 17,423.87 ",Impact/damage by object/vehicle/person,Impact by Third Party,4,QLD,4017,45,Food and Beverage Services,4512,Takeaway Food Services,PROPOWNER,SUBSTGRND,,,,N,N,N,N,N,N,N,N," 223,573.86 "
2012," 28,653.39 ",COLLAPSE,Other Property Damage,0,NSW,2113,42,Other Store-Based Retailing,4272,Stationery Goods Retailing,PROPOWNER,MAINRD,,,,N,N,N,N,N,N,N,N," 13,606,889.38 "
2012," 10,704.77 ",IMPACT,Impact by Third Party,1,SA,5013,37,Other Goods Wholesaling,3731,Furniture and Floor Covering Wholesaling,PROPOWNER,INDUST,,,,N,N,N,N,N,N,N,N," 436,481.93 "
2011," 4,874.22 ",IMPACT,Impact by Third Party,0,WA,6056,45,Food and Beverage Services,4511,Cafes and Restaurants,PROPOWNER,INDUST,,,,N,N,N,N,N,N,N,N," 263,105.46 "
2015," 5,383.62 ",Impact/damage by object/vehicle/person,Impact by Third Party,2,WA,6056,45,Food and Beverage Services,4511,Cafes and Restaurants,PROPOWNER,INDUST,,,,N,N,N,N,N,N,N,N," 244,070.14 "
2013, 770.39 ,MALICIOUS DAMAGE,Malicious Damage,1,QLD,4818,39,Motor Vehicle and Motor Vehicle Parts Retailing,3921,Motor Vehicle Parts Retailing,PROPOWNER,INDUST,,,,N,N,N,N,N,N,N,N," 3,211,552.68 "
2012," 1,256.96 ",IMPACT,Impact by Third Party,0,WA,6516,42,Other Store-Based Retailing,4271,"Pharmaceutical, Cosmetic and Toiletry Goods Retailing",PROPOWNER,SCENTREEXT,,,,N,N,N,N,N,N,N,N," 768,343.76 "
2015," 1,692.76 ",Burglary (Forcible),Malicious Damage,4,VIC,3121,42,Other Store-Based Retailing,4214,Manchester and Other Textile Goods Retailing,PROPOWNER,MAINRD,,,,N,N,N,N,N,N,N,N," 2,236,500.06 "
2013," 10,919.76 ",IMPACT,Impact by Third Party,1,VIC,3095,45,Food and Beverage Services,4512,Takeaway Food Services,PROPOWNER,MAINRD,,,,N,N,N,N,N,N,N,N," 692,034.51 "
2015," 5,985.87 ",MALICIOUS DAMAGE,Malicious Damage,3,NSW,2132,16,Printing (including the Reproduction of Recorded Media),1611,Printing,PROPOWNER,SUBSTGRND,,,,N,N,N,N,N,N,N,N," 862,293.09 "
2014," 1,406.83 ",MALICIOUS DAMAGE,Malicious Damage,2,NSW,2799,45,Food and Beverage Services,4512,Takeaway Food Services,PROPOWNER,MAINRD,,,,N,N,N,N,N,N,N,N," 5,716,348.94 "
2014," 1,369.65 ",IMPACT,Impact by Third Party,2,QLD,4212,45,Food and Beverage Services,4511,Cafes and Restaurants,PROPOWNER,MAINRD,,,,N,N,N,N,N,N,N,N," 3,574,323.59 "
2015," 3,735.57 ",Bursting / Leaking - Water,Water,3,QLD,4212,45,Food and Beverage Services,4511,Cafes and Restaurants,PROPOWNER,MAINRD,,,,N,N,N,N,N,N,N,N," 3,300,576.00 "
2011," 10,548.41 ",MALICIOUS DAMAGE,Malicious Damage,0,NSW,2163,45,Food and Beverage Services,4512,Takeaway Food Services,PROPOWNER,MAINRD,,,,N,N,N,N,N,N,N,N," 3,682,569.20 "
2013," 4,144.28 ","ESCAPE OF WATER PIPES, ETC",Water,1,NSW,2163,45,Food and Beverage Services,4512,Takeaway Food Services,PROPOWNER,MAINRD,,,,N,N,N,N,N,N,N,N," 3,950,695.79 "
2014, 938.42 ,"ESCAPE OF WATER PIPES, ETC",Water,1,VIC,3097,85,Medical and Other Health Care Services,8511,General Practice Medical Services,PROPOWNER,MAINRD,,,,N,N,N,N,N,N,N,N," 1,081,203.93 "
2014," 1,479.46 ",FUSION,Other Property Damage,1,VIC,3097,85,Medical and Other Health Care Services,8511,General Practice Medical Services,PROPOWNER,MAINRD,,,,N,N,N,N,N,N,N,N," 1,121,432.08 "
2012," 4,021.04 ",MALICIOUS DAMAGE,Malicious Damage,1,VIC,3083,37,Other Goods Wholesaling,3720,Pharmaceutical and Toiletry Goods Wholesaling,PROPOWNER,INDUST,,,,N,N,N,N,N,N,N,N," 1,491,058.27 "
2012, 679.05 ,IMPACT,Impact by Third Party,1,QLD,4017,87,Social Assistance Services,8790,Other Social Assistance Services,PROPOWNER,MAINRD,,,,N,N,N,N,N,N,N,N," 790,831.36 "
2011," 5,620.26 ",MALICIOUS DAMAGE,Malicious Damage,0,VIC,3065,42,Other Store-Based Retailing,4251,Clothing Retailing,PROPOWNER,MAINRD,,,,N,N,N,N,N,N,N,N," 1,074,618.84 "
2012, 240.56 ,IMPACT,Impact by Third Party,0,QLD,4151,45,Food and Beverage Services,4511,Cafes and Restaurants,PROPOWNER,MAINRD,,,,N,N,N,N,N,N,N,N," 778,906.16 "
2014," 1,960.21 ",IMPACT,Impact by Third Party,3,VIC,3181,42,Other Store-Based Retailing,4212,Floor Coverings Retailing,PROPOWNER,MAINRD,,,,N,N,N,N,N,N,N,N," 1,410,061.73 "
2011," 5,223.16 ",IMPACT,Impact by Third Party,0,VIC,3121,45,Food and Beverage Services,4511,Cafes and Restaurants,PROPOWNER,MAINRD,,,,N,N,N,N,N,N,N,N," 183,268.77 "
2013, 336.84 ,IMPACT,Impact by Third Party,1,VIC,3121,45,Food and Beverage Services,4511,Cafes and Restaurants,PROPOWNER,MAINRD,,,,N,N,N,N,N,N,N,N," 193,390.06 "
2012," 26,079.42 ","ESCAPE OF WATER PIPES, ETC",Water,0,TAS,7310,45,Food and Beverage Services,4511,Cafes and Restaurants,PROPOWNER,MAINRD,,,,N,N,N,N,N,N,N,N," 534,531.58 "
2012," 1,375.22 ",BURGLARY,Malicious Damage,1,TAS,7000,45,Food and Beverage Services,4511,Cafes and Restaurants,PROPOWNER,MAINRD,,,,N,N,N,N,N,N,N,N," 596,452.41 "
2013," 7,235.90 ",MALICIOUS DAMAGE,Malicious Damage,2,SA,5095,22,Fabricated Metal Product Manufacturing,2299,Other Fabricated Metal Product Manufacturing n.e.c.,PROPOWNER,INDUST,,,,N,N,N,N,N,N,N,N," 783,273.60 "
2012," 1,834.52 ",MALICIOUS DAMAGE,Malicious Damage,1,VIC,3195,37,Other Goods Wholesaling,3733,Kitchen and Diningware Wholesaling,PROPOWNER,INDUST,,,,N,N,N,N,N,N,N,N," 1,425,443.32 "
2013,-54.29 ,ACCIDENTAL LOSS OR DAMAGE,Accident Loss or Damage,2,NSW,2224,45,Food and Beverage Services,4511,Cafes and Restaurants,PROPOWNER,MAINRD,,,,N,N,N,N,N,N,N,N," 1,659,730.25 "
2012," 1,496.63 ","ESCAPE OF WATER PIPES, ETC",Water,0,QLD,4870,94,Repair and Maintenance,9419,Other Automotive Repair and Maintenance,PROPOWNER,MAINRD,,,,N,N,N,N,N,N,N,N," 2,634,907.35 "
2012," 1,166.40 ",MALICIOUS DAMAGE,Malicious Damage,1,SA,5159,45,Food and Beverage Services,4511,Cafes and Restaurants,PROPOWNER,SUBSTGRND,,,,N,N,N,N,N,N,N,N," 642,269.39 "
2014, 222.20 ,ACCIDENTAL BREAKAGE OF GLASS,Accident Loss or Damage,2,QLD,4870,41,Food Retailing,4110,Supermarket and Grocery Stores,PROPOWNER,MAINRD,,,,N,N,N,N,N,N,N,N," 2,318,632.12 "
2013," 3,343.76 ","ESCAPE OF WATER PIPES, ETC",Water,2,NSW,2148,94,Repair and Maintenance,9419,Other Automotive Repair and Maintenance,PROPOWNER,INDUST,,,,N,N,N,N,N,N,N,N," 6,501,920.85 "
2014," 6,003.36 ",ACCIDENTAL LOSS OR DAMAGE,Accident Loss or Damage,2,NSW,2830,45,Food and Beverage Services,4511,Cafes and Restaurants,PROPOWNER,MAINRD,,,,N,N,N,N,N,N,N,N," 1,474,469.68 "
2015, 690.57 ,Bursting / Leaking - Water,Water,3,VIC,3056,45,Food and Beverage Services,4511,Cafes and Restaurants,PROPOWNER,MAINRD,,,,N,N,N,N,N,N,N,N," 1,597,185.96 "
2015," 203,186.90 ",Bursting / Leaking - Water,Water,3,VIC,3056,45,Food and Beverage Services,4511,Cafes and Restaurants,PROPOWNER,MAINRD,,,,N,N,N,N,N,N,N,N," 1,535,501.44 "
2015," 8,741.47 ",MALICIOUS DAMAGE,Malicious Damage,3,VIC,3198,34,Machinery and Equipment Wholesaling,3494,Other Electrical and Electronic Goods Wholesaling,PROPOWNER,INDUST,,,,N,N,N,N,N,N,N,N," 437,234.74 "
2011, 618.41 ,IMPACT,Impact by Third Party,0,WA,6109,32,Construction Services,3231,Plumbing Services,PROPOWNER,INDUST,,,,N,N,N,N,N,N,N,N," 665,982.79 "
2012," 1,076.15 ",IMPACT,Impact by Third Party,1,VIC,3071,45,Food and Beverage Services,4512,Takeaway Food Services,PROPOWNER,MAINRD,,,,N,N,N,N,N,N,N,N," 747,865.07 "
2015," 9,821.29 ",FIRE,Fire,3,VIC,3181,41,Food Retailing,4110,Supermarket and Grocery Stores,PROPOWNER,MAINRD,,,,N,N,N,N,N,N,N,N," 467,993.53 "
2012, 872.29 ,IMPACT,Impact by Third Party,0,NSW,2210,34,Machinery and Equipment Wholesaling,3494,Other Electrical and Electronic Goods Wholesaling,PROPOWNER,INDUST,,,,N,N,N,N,N,N,N,N," 766,965.80 "
2015," 3,295.14 ",ACCIDENTAL LOSS OR DAMAGE,Accident Loss or Damage,3,SA,5162,32,Construction Services,3212,Site Preparation Services,PROPOWNER,SUBSTGRND,,,,N,N,N,N,N,N,N,N," 9,325.86 "
2015," 3,782.85 ",Impact/damage by object/vehicle/person,Impact by Third Party,3,NSW,2259,42,Other Store-Based Retailing,4273,Antique and Used Goods Retailing,PROPOWNER,SUBSTGRND,,,,N,N,N,N,N,N,N,N," 116,356.24 "
2014, 816.70 ,IMPACT,Impact by Third Party,2,WA,6003,45,Food and Beverage Services,4511,Cafes and Restaurants,PROPOWNER,MAINRD,,,,N,N,N,N,N,N,N,N," 1,127,043.47 "
2015, 401.34 ,Burglary (Forcible),Malicious Damage,3,VIC,3941,11,Food Product Manufacturing,1174,Bakery Product Manufacturing (Non-factory based),PROPOWNER,MAINRD,,,,N,N,N,N,N,N,N,N," 872,487.99 "
2012," 1,858.95 ",ACCIDENTAL LOSS OR DAMAGE,Accident Loss or Damage,0,VIC,3047,34,Machinery and Equipment Wholesaling,3492,Computer and Computer Peripheral Wholesaling,PROPOWNER,INDUST,,,,N,N,N,N,N,N,N,N," 2,287,942.54 "
2014," 4,569.75 ",Impact/damage by object/vehicle/person,Impact by Third Party,3,VIC,3047,34,Machinery and Equipment Wholesaling,3492,Computer and Computer Peripheral Wholesaling,PROPOWNER,INDUST,,,,N,N,N,N,N,N,N,N," 2,717,871.49 "
2012," 4,126.69 ",FIRE,Fire,1,VIC,3161,45,Food and Beverage Services,4511,Cafes and Restaurants,PROPOWNER,MAINRD,,,,N,N,N,N,N,N,N,N," 566,336.36 "
2013," 6,364.76 ","ESCAPE OF WATER PIPES, ETC",Water,1,SA,5063,42,Other Store-Based Retailing,4222,Computer and Computer Peripheral Retailing,PROPOWNER,MAINRD,,,,N,N,N,N,N,N,N,N," 2,587,945.42 "
2014," 32,825.26 ",ACCIDENTAL LOSS OR DAMAGE,Accident Loss or Damage,2,QLD,4870,40,Fuel Retailing,4000,Fuel Retailing,PROPOWNER,SUBSTGRND,,,,N,N,N,N,N,N,N,N," 1,004,470.33 "
2014," 2,270.96 ","ESCAPE OF WATER PIPES, ETC",Water,3,VIC,3065,45,Food and Beverage Services,4511,Cafes and Restaurants,PROPOWNER,MAINRD,,,,N,N,N,N,N,N,N,N," 398,805.38 "
2011, 964.65 ,MALICIOUS DAMAGE,Malicious Damage,0,NSW,2170,45,Food and Beverage Services,4511,Cafes and Restaurants,PROPOWNER,MAINRD,,,,N,N,N,N,N,N,N,N," 1,077,826.65 "
2013, 422.98 ,MALICIOUS DAMAGE,Malicious Damage,0,NSW,2170,45,Food and Beverage Services,4511,Cafes and Restaurants,PROPOWNER,MAINRD,,,,N,N,N,N,N,N,N,N," 1,042,346.07 "
2015," 17,393.44 ",Accidental Loss or Damage,Accident Loss or Damage,4,VIC,3175,23,Transport Equipment Manufacturing,2312,Motor Vehicle Body and Trailer Manufacturing,PROPOWNER,INDUST,,,,N,N,N,N,N,N,N,N," 2,173,475.78 "
2013," 103,584.04 ",FIRE,Fire,1,VIC,3006,69,"Professional, Scientific and Technical Services (Except Computer System Design and Related Services)",6921,Architectural Services,PROPOWNER,OFFICEFRST,,,,N,N,N,N,N,N,N,N," 4,248,640.52 "
2014," 6,174.81 ",MALICIOUS DAMAGE,Malicious Damage,3,VIC,3175,22,Fabricated Metal Product Manufacturing,2299,Other Fabricated Metal Product Manufacturing n.e.c.,PROPOWNER,SUBSTGRND,,,,N,N,N,N,N,N,N,N," 917,619.46 "
2012," 5,421.61 ","ESCAPE OF WATER PIPES, ETC",Water,0,NSW,2170,42,Other Store-Based Retailing,4279,Other Store-Based Retailing n.e.c.,PROPOWNER,MAINRD,,,,N,N,N,N,N,N,N,N," 765,152.52 "
2012, 993.72 ,IMPACT,Impact by Third Party,1,SA,5160,25,Furniture and Other Manufacturing,2511,Wooden Furniture and Upholstered Seat Manufacturing,PROPOWNER,MAINRD,,,,N,N,N,N,N,N,N,N," 1,057,402.95 "
2015," 4,599.55 ",Impact/damage by object/vehicle/person,Impact by Third Party,3,VIC,3500,14,Wood Product Manufacturing,1492,Wooden Structural Fitting and Component Manufacturing,PROPOWNER,MAINRD,,,,N,N,N,N,N,N,N,N," 712,846.39 "
2012," 3,643.68 ",MALICIOUS DAMAGE,Malicious Damage,1,VIC,3065,42,Other Store-Based Retailing,4273,Antique and Used Goods Retailing,PROPOWNER,MAINRD,,,,N,N,N,N,N,N,N,N," 1,013,034.92 "
2015, 415.74 ,THEFT,Malicious Damage,3,QLD,4305,42,Other Store-Based Retailing,4273,Antique and Used Goods Retailing,PROPOWNER,MAINRD,,,,N,N,N,N,N,N,N,N," 1,106,270.51 "
2015," 6,760.43 ",Bursting / Leaking - Water,Water,3,VIC,3168,42,Other Store-Based Retailing,4211,Furniture Retailing,PROPOWNER,MAINRD,,,,N,N,N,N,N,N,N,N," 12,406,201.32 "
2013," 3,269.56 ","ESCAPE OF WATER PIPES, ETC",Water,1,QLD,4740,95,Personal and Other Services,9511,Hairdressing and Beauty Services,PROPOWNER,MAINRD,,,,N,N,N,N,N,N,N,N," 671,988.54 "
2014," 2,703.59 ",IMPACT,Impact by Third Party,2,VIC,3171,53,Warehousing and Storage Services,5309,Other Warehousing and Storage Services,PROPOWNER,MAINRD,,,,N,N,N,N,N,N,N,N," 1,402,907.07 "
